Country Name,Country Code,Series Name,Series Code,1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Middle East & North Africa (excluding high income),MNA,Cereal production (metric tons),AG.PRD.CREL.MT,30800751,24177705,27739267,29440413,33015527,24787483,29411721,27889603,31871630,29621108,32076295,29406332,28168845,35891292,38183115,35166826,40246266,36253535,44065206,50216853.6,47721721.94,47770339.12,52363816.65,47707642.67,60579361.18,47505962.07,57271817.46,47234730.08,42576752.03,50287439.19,59012554.54,66850167.45,67179815.33,64732840.01,71292833.44,64059101.31,50128453.8,67481250.86,61938013.91,62751238.31,63187509.01,68864963.52,64661185.04,67053593.98,61769867.54,63462907.35,59392796.75,71580490.18,62500575.56,60746525.07
Middle East & North Africa (excluding high income),MNA,Land under cereal production (hectares),AG.LND.CREL.HA,25183497,24549422,25000697,25680143,26470518,23803289,24667107,24279025,25582104,26030114,25299223,26099202,24006766,27692500,26601014,26974108,25904132,28026967,29953181,30084495,30718177,29869481,28062548,26828536,30543940,25586227,29578268,25019665,24049714,25508963,25943764,28592171,29332771,30316451,29346208,29254251,23738954,27575948,27713224,27716061,28278996,28551888,27728020,25493265,24520236,26926745,24886315,29411307,28362050,25722029
Middle East & North Africa (IDA & IBRD countries),TMN,Cereal production (metric tons),AG.PRD.CREL.MT,30800751,24177705,27739267,29440413,33015527,24787483,29411721,27889603,31871630,29621108,32076295,29406332,28168845,35891292,38183115,35166826,40246266,36253535,44065206,50216853.6,47721721.94,47770339.12,52331482.65,47641867.67,60527859.18,47463099.07,57219295.46,47220764.08,42508910.03,50247257.19,58935115.54,66782106.45,67117409.33,64664462.03,71237433.53,64003754.23,50086307.05,67440845.44,61911034.02,62726586.92,63151604.46,68805908.22,64602073.07,67003451.42,61712140.93,63407672.83,59336884.65,71525084.27,62445044.62,60690812.53
Middle East & North Africa (IDA & IBRD countries),TMN,Land under cereal production (hectares),AG.LND.CREL.HA,25183497,24549422,25000697,25680143,26470518,23803289,24667107,24279025,25582104,26030114,25299223,26099202,24006766,27692500,26601014,26974108,25904132,28026967,29953181,30084495,30718177,29869481,28033483,26791982,30512200,25554547,29544508,24998152,24018660,25477496,25910046,28559028,29300441,30283799,29313857,29222616,23704985,27542671,27698725,27700465,28260638,28524831,27700943,25469506,24496665,26901490,24861191,29386513,28337310,25697502
Middle income,MIC,Cereal production (metric tons),AG.PRD.CREL.MT,559455754,593991586,609108229,651867655,664194323,667183983,713790737,715160161,738614154,781152303,801586438,853299224,887172358,882594342,903616725,896678288,932664293,971572023,1000283670,1008403089.8,1216015189.81,1231780436.27,1196816462.28,1202543525.63,1263321710.94,1297638742.53,1271805811.73,1293719774.2,1271492545.27,1323812221.13,1301809565.58,1309777791.36,1382352161.63,1418924800.74,1456419029.51,1499395104.68,1616360420.44,1576543789.47,1585482828.3,1704195339.86,1701695890.47,1795752110.28,1822447955.03,1877829951.82,1889762089.54,1986654081.03,1961841369.84,2001314249.92,2046887992.89,2078676240.44
Middle income,MIC,Land under cereal production (hectares),AG.LND.CREL.HA,363384145,373587641,370117451,375164238,381768990,377383858,379423762,374414715,378568708,380338517,372331257,380012771,380926151,383276726,388746127,383228671,387800986,392110813,389554853,391594295,492292826,488284864,481727728,475417851,478767650,479231996,462677735,460854933,461436195,460531122,455641568,454054125,463834276,470950151,471404097,476550097,485739079,479267010,473744789,487282865,483513856,494525233,496221696,502625754,500016957,510419931,502716629,500762066,512832930,517239970
North America,NAC,Cereal production (metric tons),AG.PRD.CREL.MT,263584221,274283208,235482331,286391317,302910375,308253477,318498324,338580580,311248682,381751728,386436963,255104812,357543004,395357516,372295916,332129247,242022300,332327366,369216839,333915690.6,402667797.36,310588442.37,402553423.57,326945410,394274223.06,386189061.49,400410244.46,389476964,393721906,368386033.58,333190351.84,397444831.26,439801963.41,417398745.76,386914100,463136160,458430336,468358066.07,447248529.74,433882455.77,408056624,500843851,494532591,485433370.62,562371914.87,497042710.02,498434794.8,482343846.64,498524552.73,499367421.91
North America,NAC,Land under cereal production (hectares),AG.LND.CREL.HA,76212361,83288726,86136615,90102123,92728667,90864212,85781082,86059662,90869344,99410038,97695487,80251046,93058616,94582500,89269516,80778304,75946116,85455401,87247874,82999828,86068204,79723627,81985719,78043250,85446926,82996706,79879413,75986770,76735604,72900524,68745502,75646092,72944364,72652677,68807962,78064694,77505298,72997641,70657502,70275432,75253670,75479184,72150714,72707640,72341594,66994794,68647996,67896176,69128330,69928021
Not classified,INX,Cereal production (metric tons),AG.PRD.CREL.MT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Not classified,INX,Land under cereal production (hectares),AG.LND.CREL.HA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
OECD members,OED,Cereal production (metric tons),AG.PRD.CREL.MT,508774756,527314442,499872607,546111785,556755509,573380743,617099334,620998843,600972994,675719579,684161930,563148152,710713363,733680308,701696498,657293092,575161656,664345457,709416440,681748608.27,724014592.34,644175078.48,738546462.17,657084604.3,768732511.19,772123276.54,788079313.29,759780495.45,782379049.81,753900069.65,729174821.04,741062833.93,873100909.43,810769699.19,771821176.95,824440604.48,873921189.04,874108978.56,834083299.65,829823165.74,810007967.54,912776872.49,930978447.9,913630446.15,969646194.51,922271475.32,880770231.09,890232186.86,900463967.8,924147321.78
OECD members,OED,Land under cereal production (hectares),AG.LND.CREL.HA,173257453,180694968,182661512,187495269,190658593,189814285,186036781,184429157,190553459,201215689,196706397,183263930,195225626,197039565,188558596,177910998,171924105,181352288,182967968,177666417,179915324,174399389,177787999,172343325,184447538,184460567,180097140,174065219,176729811,173877982,168874122,174320374,176096180,173779303,167400578,174783053,178613083,172019675,167254739,164780785,171233816,170585533,167327704,167616640,165276400,159811111,158169730,157705736,157984342,162775096
Other small states,OSS,Cereal production (metric tons),AG.PRD.CREL.MT,857792,691000,1103646,848296,889201,927535,976041,864640,965099,996151,922171,843413,1042188,1124582,1007637,1033533,1243839,1126701,1196361,980437.25,1597764.09,2005725.74,1805291.1,1699140.88,2005221.25,1865158.02,1650725.33,1579568.38,1846242.8,1857507.5,1610221.3,1669139.84,1803808.91,2030211.11,2004329.75,1934699.77,2050294.06,2285622.84,2300540.45,2055522.23,2400518.87,2326422.17,2441471.22,2872324.59,1981045.59,2606078.79,2133860.44,2603941.42,2864172.46,2556110.51
Other small states,OSS,Land under cereal production (hectares),AG.LND.CREL.HA,1038489,1088786,1165878,1016141,1050664,1004349,986824,963220,1122046,1150229,1098568,1036868,1081127,1113645,1086989,1141033,1342547,1267306,1242337,1069901,1419880,1442455,1791761,1494270,1720336,1651487,1436112,1571802,1641183,1520943,1520443,1482115,1502898,1521321,1678403,1434433,1581385,1741926,1721395,1548999,1679113,1492891,1842096,1567044,1450404,1616837,1661992,1261119,1674687,1763240
Pacific island small states,PSS,Cereal production (metric tons),AG.PRD.CREL.MT,19836,19132,19540,25080,26197,25344,25363,30741,33802,32974,32530,28082,32020,35910,33419,24993,34251,33282,30102,32855.5,26782.38,26162.84,22945.1,23228.89,22883.28,21325.16,8580.39,22175.56,19593.33,17877.05,16691.26,19409.88,17857.17,19891.26,17878.57,18973,16046.42,15667.87,12277.75,11984.41,8663.25,11688.02,11766.68,11312.62,13445.84,14000.31,12228.26,11954.66,14513.53,15776.86
Pacific island small states,PSS,Land under cereal production (hectares),AG.LND.CREL.HA,10640,9848,10601,12094,11953,12712,13087,14068,14932,14198,14515,13548,15017,15605,15686,13955,15429,15061,14686,14739,12893,12048,10582,9592,11352,10409,10363,8932,8341,8352,7717,9216,8490,9372,8508,8256,8140,7022,5862,5729,4835,5584,4805,5549,6232,6474,5857,5491,6002,6161
Post-demographic dividend,PST,Cereal production (metric tons),AG.PRD.CREL.MT,457785804,477193397,445855781,489488152,497911580,512790112,553184475,563361955,537860446,607274142,619075996,494816848,637856794,653834655,625439804,576867158,498008176,592981119,624372318,599289810.99,690275413.16,610050222.25,698770358.63,611088556,708126345.3,726551271.99,725979804.09,703359928.38,723987113.04,707037330.49,684387389.45,681311997.97,820583559.5,756451515.74,718634409.11,763374949.48,838026300.15,829191154,782279238.45,799392063.88,764077826.26,881112207.13,897972898.23,874103024.49,933725992.2,880711859.59,857715139.5,870415516.42,859724590.16,912446159.52
Post-demographic dividend,PST,Land under cereal production (hectares),AG.LND.CREL.HA,142023451,149779190,152003209,156214655,159435005,157843396,154420233,154562612,159419468,168425615,166351384,151149073,163201321,163277140,156528745,145047504,139652073,149209215,149470543,144973589,162744937,156901067,158611672,154177875,163713077,167027899,160588931,155254394,158064868,156891897,152770654,155431568,159163253,157742093,151079374,158650565,164895673,159227794,153789532,153066910,158886089,159175268,154284274,154292659,151697182,146805214,145747122,146602835,146568116,152360016
Pre-demographic dividend,PRE,Cereal production (metric tons),AG.PRD.CREL.MT,34974305,36028596,40366082,39861822,41140790,39643486,39862038,37316020,39037876,41516278,40596305,40700968,38976515,50002989,52815685,49969276,58641911,56728907,54953804,59939758.09,59590994.93,62500595.67,63269374.71,65673852.89,68025663.41,63958034.27,70776948.1,68590903.34,62790780.93,68426600.12,73270986.83,79849718.28,77150110.11,87186218.1,93265606.47,93388690.83,96975826.43,93055479.72,107441649.52,99208655.81,107734393.79,109554486.96,122627743.79,112780108.3,124199336.01,123060643.37,129943418.97,129485220.77,137073228.71,130038354.42
Pre-demographic dividend,PRE,Land under cereal production (hectares),AG.LND.CREL.HA,42007727,44779840,44311226,43013819,46035666,43918346,43653200,41062157,42875635,41637876,41366618,42620928,42982069,50652569,54520978,51875546,57905358,57308605,58014623,63381970,66634395,66743663,71105247,68050846,68043358,69175092,71163629,67002444,65522076,67229719,70235574,76044008,69775714,82785371,80298032,80297085,82171150,77612121,86356828,86348393,83821971,91883995,95893609,87103431,97185582,95627766,98400557,96937525,98880644,97083119
Small states,SST,Cereal production (metric tons),AG.PRD.CREL.MT,1207049,1094380,1625233,1405459,1330336,1579301,1590856,1427413,1591163,1635400,1599271,1427493,1721389,1761623,1659635,1624676,1821064,1713646,1636635,1567089.15,2247481.74,2661380.65,2492659.52,2533059.51,2888381.96,2753236.84,2443277.35,2418124.56,2540727.5,2630692.2,2296689.82,2500999.85,2564720.28,2719082.49,2742281.32,2679285.62,2830031.89,3186336.68,3208742.67,3029422.99,3389522.14,3551615.98,3474153.42,3934826.49,2912812.49,3672744.23,3159678.9,3671669.82,3942040.35,3544968.41
Small states,SST,Land under cereal production (hectares),AG.LND.CREL.HA,1194547,1262363,1369633,1247603,1245626,1237701,1200370,1153850,1321931,1347769,1305144,1221143,1293220,1309334,1286691,1330242,1529485,1453230,1386906,1250278,1614353,1648139,1995535,1732055,1964652,1894427,1657371,1805768,1835931,1730652,1706899,1702686,1708417,1716754,1861617,1625029,1786399,1970263,1952008,1790915,1915190,1762643,2131513,1861371,1708176,1892164,1924293,1542572,1965152,2016886
South Asia,SAS,Cereal production (metric tons),AG.PRD.CREL.MT,144381020,159868749,146310232,169945443,163603649,182498369,187826396,171949768,189455094,197653453,185821012,219474770,215643920,218001227,219973953,209317040,238479827,259019537,253875462,253336822.8,261955633.04,272154453.63,271977998.14,275072671.6,285647202.5,290637379.82,299604145.05,313256346.96,316953268.46,320112385.32,287090514.84,320532456.82,312052249,331338919,333740735,357646304,367521029,357234494.53,372854929.77,397312058.94,402646922.49,409485881.19,413343229.93,402754601.87,410333457.07,431638207.52,438539345.23,449204673.68,471794897.74,492399203.64
South Asia,SAS,Land under cereal production (hectares),AG.LND.CREL.HA,123761908,129743823,125365099,127698649,127751933,130824980,131671765,130885250,131714362,133785313,129347461,134502072,133631441,132442488,132707638,127094952,132050701,133137756,131804018,129163533,128086360,129590499,129781051,129271056,130462254,130410741,131606532,133117507,133421272,130123982,124561239,129942890,128076190,130931400,130739044,132324895,133787733,130442066,133040991,133536190,131546224,132557165,134116049,133683245,131058830,132736508,130593743,128451694,134368913,136544250
South Asia (IDA & IBRD),TSA,Cereal production (metric tons),AG.PRD.CREL.MT,144381020,159868749,146310232,169945443,163603649,182498369,187826396,171949768,189455094,197653453,185821012,219474770,215643920,218001227,219973953,209317040,238479827,259019537,253875462,253336822.8,261955633.04,272154453.63,271977998.14,275072671.6,285647202.5,290637379.82,299604145.05,313256346.96,316953268.46,320112385.32,287090514.84,320532456.82,312052249,331338919,333740735,357646304,367521029,357234494.53,372854929.77,397312058.94,402646922.49,409485881.19,413343229.93,402754601.87,410333457.07,431638207.52,438539345.23,449204673.68,471794897.74,492399203.64
South Asia (IDA & IBRD),TSA,Land under cereal production (hectares),AG.LND.CREL.HA,123761908,129743823,125365099,127698649,127751933,130824980,131671765,130885250,131714362,133785313,129347461,134502072,133631441,132442488,132707638,127094952,132050701,133137756,131804018,129163533,128086360,129590499,129781051,129271056,130462254,130410741,131606532,133117507,133421272,130123982,124561239,129942890,128076190,130931400,130739044,132324895,133787733,130442066,133040991,133536190,131546224,132557165,134116049,133683245,131058830,132736508,130593743,128451694,134368913,136544250
Sub-Saharan Africa,SSF,Cereal production (metric tons),AG.PRD.CREL.MT,48223896,43575262,56126627,52816993,53015980,54096208,53825440,50906430,56152592,63869000,55329286,50814474,51002427,64165472,68517537,65804093,76367625,77882383,70572151,75673933.02,66378709.72,79083232.01,83188102.06,77385155.7,89754988.33,85103632.46,85817325.01,86389166.76,86751192.85,88972278.33,91003387.24,97226650.91,97723100.09,109194483.18,112029216.42,110655056.97,123699546.53,119067665.31,135388507.62,127294347.88,136692095.56,138058093.18,154740696.3,146254254.19,156094006.47,168671782.94,173605673.09,166827295.42,178588386.09,178594953.74
Sub-Saharan Africa,SSF,Land under cereal production (hectares),AG.LND.CREL.HA,52572730,54488336,54893702,52397483,55622372,53220988,52174423,50530602,52748359,51514402,51426325,52923787,55228714,60776429,65248291,63567932,69528398,68882753,67009637,71332203,73258298,73103191,80848641,77979671,79524694,81103912,80218958,77857978,77075790,78755744,80337568,87329813,82038777,94187036,90631021,91288452,96033416,90693274,99247543,99307377,96930369,104175001,107767935,101755323,111322007,111105790,113824781,109635305,111218515,112410686
